Department,Course Code,Course Name,Credits,Coordinator Name,Instructor name,Segment Name,Course Slot Code,Class Timings,Room No.
Electrical Engineering,IP5011,"IC Assembly, Packaging Design and Characterization Lab",1.00,Dr. Naresh Kumar Emani,Dr. Naresh Kumar Emani,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,Lab
Electrical Engineering,EE5996,Industrial Lectures,1.00,Dr. Sundaram Vanka,"Dr. Sundaram Vanka, Dr. Lakshmi Prasad N",1-6,Lecture,Lecture,Lecture - No Classroom required
Electrical Engineering,EE3800,Information Theory,3.00,Dr. Shashank Vatedka,Dr. Shashank Vatedka,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",A-Class Room 221-Capacity:120
Electrical Engineering,EE5903,"Information Theory, Coding and Inference",3.00,Dr. Shashank Vatedka,Dr. Shashank Vatedka,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",A-Class Room 221-Capacity:120
Electrical Engineering,EE5192,Integrated Circuits for Wireless Communication,3.00,Dr. Abhishek Kumar,Dr. Abhishek Kumar,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",EE-004(GF) (80)
Electrical Engineering,EE2520,Introduction to CMOS Processing,3.00,Dr. Siva Rama Krishna Vanjari,Dr. Siva Rama Krishna Vanjari,1-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",EE-003-GF (40)
Electrical Engineering,EE3402,Introduction to HDL,1.00,Dr. Amit Acharyya,Dr. Amit Acharyya,1-2,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",LHC-09-Capacity:72
Electrical Engineering,EE1500,Introduction to IC Design & Technology,1.00,Dr. Shubhadeep Bhattacharjee,Dr. Shubhadeep Bhattacharjee,1-2,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",EE-20 (SF) (60)
Electrical Engineering,EE5199,Introduction to MEMS,2.00,Prof. Shiv Govind Singh,Prof. Shiv Govind Singh,3-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",EE-004(GF) (80)
Electrical Engineering,EE2802,Machine Learning,3.00,Dr. Sri Rama Murty Kodukula,Dr. Sri Rama Murty Kodukula,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",A-LH-1-Capacity:184
Electrical Engineering,EE5660,Memory Circuits and System Design,3.00,Dr. Gajendranath Chaudhury,Dr. Gajendranath Chaudhury,1-6,W_JAN26-APR26,"Monday-17:30-18:55,Thursday-17:30-18:55",A-LH-1-Capacity:184
Electrical Engineering,EE5050,Memory Device Technology for AI/ML,3.00,Dr. Shubhadeep Bhattacharjee,Dr. Shubhadeep Bhattacharjee,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",A-Class Room 221-Capacity:120
Electrical Engineering,EE4170,Mesoscopic device electronics,3.00,Dr. KAUSHIK NAYAK,Dr. KAUSHIK NAYAK,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",A-Class Room 221-Capacity:120
Electrical Engineering,EE6170,Mesoscopic Device Electronics,3.00,Dr. KAUSHIK NAYAK,Dr. KAUSHIK NAYAK,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",A-Class Room 221-Capacity:120
Electrical Engineering,EE3400,Microprocessor and Computer Arch,2.00,Dr. Shishir Kumar,Dr. Shishir Kumar,3-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",A-LH-1-Capacity:184
Electrical Engineering,EE3401,Microprocessor Lab,2.00,Dr. Shishir Kumar,Dr. Shishir Kumar,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,Lab
Electrical Engineering,EE5400,Modeling and advanced control of PM machines,3.00,Dr. Jose Titus,Dr. Jose Titus,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",EE-003-GF (40)
Electrical Engineering,EE6297,Modeling and Analysis of  Electromagnetic Transients,2.00,Dr. V. Seshadri Sravan Kumar,Dr. V. Seshadri Sravan Kumar,1-4,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",EE-002-GF
Electrical Engineering,EE5160,Modelling of Nanoscale MOSFETs,3.00,Dr. Oves Mohammed Hussein Badami,Dr. Oves Mohammed Hussein Badami,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",EE-20 (SF) (60)
Electrical Engineering,EE6725,MTech CSPL Thesis stage - 2,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6815,MTech RA CSPL Thesis Stage - 1,1.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6825,MTech RA CSPL Thesis stage - 2,1.00,Dr. Sundaram Vanka,Dr. Sundaram Vanka,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6855,MTech RA CSPL Thesis stage - 5,8.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE5015,MTech RA Thesis Stage 1,2.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE5025,MTech RA Thesis Stage 2,2.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE5035,MTech RA Thesis Stage 3,4.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6116,MTech Thesis Stage 0,2.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6902,MTech Thesis Stage 2,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6025,MTech Thesis Stage-2,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6212,Multilevel Converters,3.00,Dr. Siva Kumar K,Dr. Siva Kumar K,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",A-Class Room 221-Capacity:120
Electrical Engineering,EE6350,Multiple Antenna Systems.,3.00,Prof. Kiran Kumar Kuchi,Prof. Kiran Kumar Kuchi,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",EE-20 (SF) (60)
Electrical Engineering,EE6120,Nanoelectronics: Principles and Devices,3.00,Dr. Sushmee Badhulika,Dr. Sushmee Badhulika,1-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",EE-20 (SF) (60)
Electrical Engineering,EE5610,Pattern Recognition and Machine Learning,3.00,Dr. Sri Rama Murty Kodukula,Dr. Sri Rama Murty Kodukula,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",A-LH-1-Capacity:184
Electrical Engineering,EE4130,PCB Design and Layout for electronic systems,1.00,Dr. Naresh Kumar Emani,Dr. Naresh Kumar Emani,1-6,Part of Lecture Series,No Classroom required,No Classroom required
Electrical Engineering,EE6211,Power Electronics Lab,2.00,Dr. Rupesh Ganpatrao Wandhare,Dr. Rupesh Ganpatrao Wandhare,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,Lab
Electrical Engineering,EE2600,Power System Analysis,3.00,Dr. Vaskar Sarkar,Dr. Vaskar Sarkar,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",EE-004(GF) (80)
Electrical Engineering,EE6201,Power System Lab,2.00,Dr. V. Seshadri Sravan Kumar,Dr. V. Seshadri Sravan Kumar,1-6,AN1_JAN26-APR26,Monday-14:30-17:25,Lab
Electrical Engineering,EE6240,Power System Protection,3.00,Dr. Ravikumar Bhimasingu,Dr. Ravikumar Bhimasingu,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",EE-20 (SF) (60)
Electrical Engineering,EE1080,Probability,3.00,Dr. Vajha Myna,"Dr. Anjana A M, Dr. Vajha Myna",1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",A-LH-1-Capacity:184
Electrical Engineering,EE2102,Probability and Random Processes,3.00,Dr. Vajha Myna,"Dr. Anjana A M, Dr. Vajha Myna",1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",LHC-12 & LHC-14
Electrical Engineering,EE1003,Scientific Programming for Electrical Engineers,2.00,Dr. Sharma G V V,Dr. Sharma G V V,1-4,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",EE-004(GF) (80)
Electrical Engineering,EE6002,Self Study Course 2,3.00,Unspecified,Unspecified,1-6,NA,NA,NA
Electrical Engineering,EE3405,Semester Internship,6.00,Unspecified,Unspecified,1-6,Internship,Internship,Internship - No Classroom required
Electrical Engineering,EE7210,Smart Grid,3.00,Dr. Yemula Pradeep Kumar,Dr. Yemula Pradeep Kumar,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",A-Class Room 221-Capacity:120
Electrical Engineering,EE5913,Statistical Inference,3.00,Dr. Soumya Jana,Dr. Soumya Jana,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",EE-20 (SF) (60)
Electrical Engineering,EE6136,Thesis_MTech_ME_VLSI(RA)_Stage-2,4.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6146,Thesis_MTech_ME_VLSI(RA)_Stage-3,4.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6156,Thesis_MTech_ME_VLSI(RA)_Stage-4,4.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE6166,Thesis_MTech_ME_VLSI(RA)_Stage-5,8.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Electrical Engineering,EE5700,Topics in Wireless Networking,3.00,Dr. Sundaram Vanka,Dr. Sundaram Vanka,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",MAE-LH-5-Capacity:60
Electrical Engineering,EE3801,Wireless Communication,3.00,Dr. Pechetti Sasi Vinay,Dr. Pechetti Sasi Vinay,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",A-LH-1-Capacity:184
Electrical Engineering,EE6340,Wireless Communications,3.00,Dr. Pechetti Sasi Vinay,Dr. Pechetti Sasi Vinay,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",A-LH-1-Capacity:184
Electrical Engineering,EE5360,Practical Challenges in Image Analysis,3.00,Dr. Soumya Jana,Dr. Soumya Jana,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",EE-002-GF
Energy Science and Technology,ET5313,Computational Modelling of Energy Materials,2.00,Dr. Arup Mahata,Dr. Arup Mahata,1-4,,,
Energy Science and Technology,ET5230,Control of Power  Converters for  Solar Photovoltaic,1.00,Dr. Rupesh Ganpatrao Wandhare,Dr. Rupesh Ganpatrao Wandhare,5-6,Q_JAN26-APR26 ,"Monday-16:00-17:25,Thursday-14:30-15:55",EE-003-GF (40)
Energy Science and Technology,ET5260,Electric Vehicles,1.00,Dr. Surendra Kumar Martha,"Dr. Surendra Kumar Martha, Dr. Rupesh Ganpatrao Wandhare",1-2,,,
Energy Science and Technology,ET5211,Energy Conversion and Storage Devices (Lab-2),2.00,Dr. Surendra Kumar Martha,Dr. Surendra Kumar Martha,3-6,,,
Energy Science and Technology,ET5250,Hydrogen Economy.,3.00,Prof. Subrahmanyam Challapalli,Prof. Subrahmanyam Challapalli,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LHC-15-Capacity:120
Energy Science and Technology,ET5212,Laboratory Methods in Electrochemistry and Related ,1.00,Dr. Narendra Kurra,Dr. Narendra Kurra,1-2,,,
Energy Science and Technology,ET5220,Photovoltaic (PV) Technology,2.00,Dr. Ashish Kulkarni,Dr. Ashish Kulkarni,1-4,,,
Energy Science and Technology,ET5210,Power Systems Engineering and Converters for Renewable ,1.00,Dr. Siva Kumar K,Dr. Siva Kumar K,3-4,,,
Energy Science and Technology,ET6015,Thesis Stage 1,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Energy Science and Technology,ET6025,Thesis Stage 2,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Engineering Physics,EP3208,Advanced Mathematical Physics,3.00,Dr. Raghavendra Srikanth Hundi,Dr. Raghavendra Srikanth Hundi,1-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",PH-3(50)
Engineering Physics,EP3230,Atomic and Molecular Physics,3.00,Dr. Mayukh Pahari,Dr. Mayukh Pahari,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",PH-3(50)
Engineering Physics,PH5260,Atomic and Molecular Physics,3.00,Dr. Shinde Satish Laxman,Dr. Shinde Satish Laxman,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",PH-2(60)
Engineering Physics,EP1208,Electricity & Magnetism,2.00,Dr. Saranya Samik Ghosh,Dr. Saranya Samik Ghosh,3-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",LHC-11-Capacity:120
Engineering Physics,EP2228,Fluid dynamics,2.00,Dr. Atanu Rajak,Dr. Atanu Rajak,3-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",LHC-09-Capacity:72
Engineering Physics,PH6708,Mathematical Physics-II,3.00,Dr. Sangkha Borah,"Dr. Kiritkumar Makwana, Dr. Sangkha Borah, Dr. Shantanu Desai",1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",PH-1-(80)
Engineering Physics,EP3220,Optics & Photonics,3.00,Dr. Nithyanandan Kanagaraj,Dr. Nithyanandan Kanagaraj,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",PH-3(50)
Engineering Physics,EP1031,Physics Lab,2.00,Dr. Arabinda Haldar,Dr. Arabinda Haldar,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,Lab
Engineering Physics,EP3205,Project-2,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Engineering Physics,EP3100,Quantum Mechanics-1,3.00,Dr. Divya Sachdeva,Dr. Divya Sachdeva,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",PH-3(50)
Engineering Physics,EP3210,Quantum Mechanics-II,3.00,Dr. Narendra Sahu,Dr. Narendra Sahu,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",C-LH-10-Capacity:68
Engineering Physics,EP3405,Semester Internship,6.00,Unspecified,Unspecified,1-6,Internship,Internship,Internship - No Classroom required
Engineering Physics,EP3200,Solid State Physics,3.00,Dr. Arabinda Haldar,Dr. Arabinda Haldar,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",PH-3(50)
Engineering Physics,PH6200,Solid State Physics,3.00,Dr. Kanchana V,Dr. Kanchana V,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",PH-1-(80)
Engineering Physics,EP2200,Thermodynamics,3.00,Dr. Manisha Thakurathi,Dr. Manisha Thakurathi,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",PH-3(50)
Engineering Science,ES3305,ES Project,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Engineering Science,ES3315,ES Project,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Engineering Science,ES4305,ES Project,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Engineering Science,ES4315,ES Project,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Engineering Science,ES3405,Semester Internship,6.00,Unspecified,Unspecified,1-6,Internship,Internship,Internship - No Classroom required
Entrepreneurship and Management,EM6900,Advanced Topics in Strategy and Competition,3.00,Dr. Nakul Parameswar,Dr. Nakul Parameswar,1-6,Classroom is not required,Classroom is not required,Classroom is not required
Entrepreneurship and Management,EM5023,Business Analytics using Python,3.00,Dr. Puram Praveen,Dr. Puram Praveen,1-6,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55", LHC-15-Capacity:120
Entrepreneurship and Management,EM4995,Business Plan Development (Project),3.00,Dr. Rajesh Ittamalla,"Dr. Puram Praveen, Dr. Nakul Parameswar, Dr. Lohithaksha Maniraj ",1-6,Project,Project,Project - No Classroom required
Entrepreneurship and Management,EM5210,Consumer Psychology and Decision Making,1.00,Dr. Rajesh Ittamalla,Dr. Rajesh Ittamalla,1-2,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55", LHC-10-Capacity:72
Entrepreneurship and Management,EM5170,Foundations of Design Thinking for Entrepreneurship,1.00,Dr. Jayshree Patnaik,Dr. Jayshree Patnaik,1-2,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25", LHC-11-Capacity:120
Entrepreneurship and Management,EM5130,HR and Leadership,1.00,Dr. M P Ganesh,Dr. M P Ganesh,1-2,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55", LHC-13-Capacity:320
Entrepreneurship and Management,EM6096,Industry Lecture,1.00,Dr. Puram Praveen,Dr. Puram Praveen,1-6,Lecture,Lecture,Lecture
Entrepreneurship and Management,EM5030,International Business,1.00,Dr. Nakul Parameswar,Dr. Nakul Parameswar,1-2,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",LHC-02-Capacity:72
Entrepreneurship and Management,EM3020,Introduction to Entrepreneurship,1.00,Dr. Jayshree Patnaik,Dr. Jayshree Patnaik,5-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55", LHC-08-Capacity:120
Entrepreneurship and Management,EM6130,Introduction to Intellectual Property Rights,1.00,Dr. Lohithaksha Maniraj Maiyar,Dr. Lohithaksha Maniraj Maiyar,3-6,,,
Entrepreneurship and Management,EM5160,Marketing Research,1.00,Dr. Rajesh Ittamalla,Dr. Rajesh Ittamalla,3-4,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LHC-03-Capacity:120
Entrepreneurship and Management,EM6040,Operational Entrepreneurship,3.00,Dr. Lohithaksha Maniraj Maiyar,Dr. Lohithaksha Maniraj Maiyar,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55", LHC-01-Capacity:72
Entrepreneurship and Management,EM6095,Project Stage 2,12.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Entrepreneurship and Management,EM5290,Responsible Leadership and its Role in Business,1.00,Dr. Jayshree Patnaik,Dr. Jayshree Patnaik,5-6,,,
Entrepreneurship and Management,EM5390,Start-up Financing,1.00,Dr. Ranapratap Maradana,Dr. Ranapratap Maradana,5-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25", LHC-11-Capacity:120
Entrepreneurship and Management,EM6010,Strategic Management,3.00,Dr. Nakul Parameswar,Dr. Nakul Parameswar,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",EM-Innovate (GF - 32)
Entrepreneurship and Management,EM5033,Text Analytics for Business,1.00,Dr. Puram Praveen,Dr. Puram Praveen,3-4,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55", LHC-01-Capacity:72
E-Waste Resource and Engineering Management,EW5020,E-Waste Recycling Methods,3.00,Dr. Ashok K,Dr. Ashok K,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",LHC-02-Capacity:72
E-Waste Resource and Engineering Management,EW5106,Industrial Lectures Series,1.00,Dr. Lohithaksha Maniraj Maiyar,Dr. Lohithaksha Maniraj Maiyar,1-6,Lecture,Lecture,Lecture
E-Waste Resource and Engineering Management,EW5070,Instrumentation and Characterization,2.00,Dr. Ashok K,Dr. Ashok K,1-4,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25", LHC-11-Capacity:120
E-Waste Resource and Engineering Management,EW5130,Instrumentation for Efficient Recycling and Automation,3.00,Dr. Ashok K,Dr. Ashok K,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",LHC-01-Capacity:72
E-Waste Resource and Engineering Management,EW6025,M Tech Thesis Stage II,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
E-Waste Resource and Engineering Management,EW5090,Supply Chain Management & Circular Economy,1.00,Dr. Kishalay Mitra,Dr. Kishalay Mitra,5-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LHC-02-Capacity:72
E-Waste Resource and Engineering Management,EW5120,SWOT Analysis and Risk Management,2.00,Dr. Lohithaksha Maniraj Maiyar,Dr. Lohithaksha Maniraj Maiyar,3-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",LHC-02-Capacity:72
E-Waste Resource and Engineering Management,EW5060,Trace Metal Analysis,2.00,Dr. Natte Kishore,Dr. Natte Kishore,1-4,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",LHC-10-Capacity:72
Heritage Science & Technology,HT9270,Artificial Intelligence: Search Methods for Problem Solving,3.00,Dr. Surendra Nadh Somala,Dr. Surendra Nadh Somala,1-6,Online course,Online course,Online course
Heritage Science & Technology,HT9020,Deep Learning for Natural Language Processing,3.00,Dr. Surendra Nadh Somala,Dr. Surendra Nadh Somala,1-6,Online course,Online course,Online course
Heritage Science & Technology,HT5120,Etymology in Indic Heritage Texts,1.00,Dr. Mohan Raghavan,Dr. Mohan Raghavan,1-2,Online course,Online course,Online course
Heritage Science & Technology,HT5230,Evolutionary and Preventive Medicine Systems,1.00,Dr. Aravind Kumar Rengan,Dr. Aravind Kumar Rengan,3-4,Online course,Online course,Online course
Heritage Science & Technology,HT5050,Experimental Design & Statistics,1.00,Dr. Kousik Sarathy Sridharan,Dr. Kousik Sarathy Sridharan,5-6,Online course,Online course,Online course
Heritage Science & Technology,HT5070,Foundations of Ayurveda,1.00,Dr. Mohan Raghavan,Dr. Mohan Raghavan,5-6,Online course,Online course,Online course
Heritage Science & Technology,HT5060,Foundations of Yoga,2.00,Dr. Kousik Sarathy Sridharan,Dr. Kousik Sarathy Sridharan,1-4,Online course,Online course,Online course
Heritage Science & Technology,HT5180,"Genetics, Human Origins, Evolution and History of Human Population",2.00,Dr. Mohan Raghavan,Dr. Mohan Raghavan,1-4,Online course,Online course,Online course
Heritage Science & Technology,HT9030,Introduction to Large Language Models,3.00,Unspecified,Unspecified,1-6,Online course,Online course,Online course
Heritage Science & Technology,HT5220,Introduction to Siddha Tradition of Indian Medicine,1.00,Dr. Kousik Sarathy Sridharan,Dr. Kousik Sarathy Sridharan,5-6,Online course,Online course,Online course
Heritage Science & Technology,HT9010,Natural Language Processing,3.00,Dr. Surendra Nadh Somala,Dr. Surendra Nadh Somala,1-6,Online course,Online course,Online course
Heritage Science & Technology,HT5090,Neuroscience of Yoga,2.00,Dr. Kousik Sarathy Sridharan,"Dr. Mohan Raghavan, Dr. Kousik Sarathy Sridharan",1-6,Online course,Online course,Online course
Heritage Science & Technology,HT9280,Reinforcement Learning,3.00,Dr. Surendra Nadh Somala,Dr. Surendra Nadh Somala,1-6,Online course,Online course,Online course
Heritage Science & Technology,HT5073,Speech Technologies for Indian Languages with specific focus on ,2.00,Dr. Mohan Raghavan,Dr. Mohan Raghavan,3-6,Online course,Online course,Online course
Heritage Science & Technology,HT5025,Thesis Stage-2,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Integrated Circuits & Microsystems Packaging,IP5021,Experimental Stress Analysis Lab,1.00,Dr. Ramji M,Dr. Ramji M,1-4,Lab,Lab,Lab
Integrated Circuits & Microsystems Packaging,IP5040,Heat Transfer in Electronic Packaging,2.00,Prof. Venkata Subbaiah K,Prof. Venkata Subbaiah K,3-6,,,
Integrated Circuits & Microsystems Packaging,IP5025,MTech Thesis-II,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Liberal Arts,LA6013,Advanced Qualitative Methods,3.00,Dr. Chandan Bose,Dr. Chandan Bose,1-6,LA6013_JAN26-APR26,"Friday-12:00-13:25,Tuesday-12:00-13:25",LA-003 (Capacity -80)
Liberal Arts,LA6120,Advanced Theory in Social Anthropology,3.00,Dr. Chandan Bose,Dr. Chandan Bose,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",A-Class Room 114-Capacity:36
Liberal Arts,LA6065,Advanced Topics in xxxx II,3.00,Unspecified,Unspecified,1-6,Project,Project,Project
Liberal Arts,LA6015,Advanced Topics in xxxxx (LA),3.00,Unspecified,Unspecified,1-6,Project,Project,Project
Liberal Arts,CA5033,Appreciation of World Music,2.00,Dr. Anandita Pan,Unspecified,1-4,,,LA005-LA003 on all Saturdays till the end of semester
Liberal Arts,LA5180,Communication Skills: Advanced,1.00,Dr. Shuhita Bhattacharjee,"Dr. Srirupa Chatterjee, Dr. Shuhita Bhattacharjee, Dr. Anandita Pan",1-2,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-04-Capacity:200
,,,,,,1-2,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-13-Capacity:320
,,,,,,1-2,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-06-Capacity:320
Liberal Arts,LA6520,"Disability, Mental Health and Development",3.00,Dr. Shubha Ranganathan,Dr. Shubha Ranganathan,1-6,LA6520_JAN26-APR26,"Friday-10:31-11:55,Monday-10:31-11:55",LA-003 (Capacity -80)
Liberal Arts,LA6530,Environment and Society,3.00,Dr. Rashmi Singh,Dr. Rashmi Singh,1-6,,,
Liberal Arts,ID4006,Ethics and Values,1.00,Dr. Indira Jalli,Dr. Indira Jalli,3-4,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-05-Capacity:800
Liberal Arts,LA1420,Existential Psychology:  Living Authentically  and Meaningfully,1.00,Dr. Mahati Chittem,Dr. Mahati Chittem,5-6,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-03-Capacity:120
