Department,Course Code,Course Name,Credits,Coordinator Name,Instructor name,Segment Name,Course Slot Code,Class Timings,Room No.
Climate Change,CC5160,Industry Lecture,1.00,Dr. Satish Kumar Regonda,Dr. Satish Kumar Regonda,1-6,Lecture,Lecture,Lecture - No Classroom required
Climate Change,CC5900,Life Cycle Assessment (LCA) for Corporate Sustainability and ,2.00,Prof. Venkata Krishna Kumar Upadhyayula,Prof. Venkata Krishna Kumar Upadhyayula,1-4,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",B-Class Room 105-Capacity:32
Climate Change,CC6005,M. Tech. Thesis Stage-I,2.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Climate Change,CC6025,M. Tech. Thesis Stage-III,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Climate Change,CC6010,Research Methodology and Scientific Writing,1.00,Dr. Deepu J. Babu,"Prof. Asif Qureshi, Dr. Deepu J. Babu",3-4,Every Wednesday ,Wednesday 16:00 to 17:25,LHC-02 (Capacity - 72)
Climate Change,CC5200,"RS, GIS and Climate Change",3.00,Dr. Anamitra Saha,Dr. Anamitra Saha,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",B-Class Room 105-Capacity:32
Computer Science and Engineering,CS6393,Advanced Compiler Engineering,3.00,Dr. Upadrasta Ramakrishna,Dr. Upadrasta Ramakrishna,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",CSE-LH-03 (Capacity - 70)
Computer Science and Engineering,CS6750,Cryptology,3.00,Dr. Maria Francis,Dr. Maria Francis,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",CSE-LH-01 (Capacity - 70)
Computer Science and Engineering,CS6290,Algorithmic Techniques for Large Graphs,3.00,Dr. Rakesh Venkat,Dr. Rakesh Venkat,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",CSE-LH-01 (Capacity - 70)
Computer Science and Engineering,CS2443,Algorithms,3.00,Dr. N R Aravind,Dr. N R Aravind,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LHC-14-Capacity:200
Computer Science and Engineering,CS5200,Approximation Algorithms,3.00,Dr. Subrahmanyam Kalyanasundaram,Dr. Subrahmanyam Kalyanasundaram,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",CSE-LH-01 (Capacity - 70)
Computer Science and Engineering,CS5180,Blockchain Technologies,3.00,Dr. Kotaro Kataoka,"Dr. Maria Francis, Dr. Kotaro Kataoka",1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",CSE-LH-02 (Capacity - 70)
Computer Science and Engineering,CS6705,Capstone Project 2,12.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Computer Science and Engineering,CS6695,Capstone Project-1,12.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Computer Science and Engineering,CS3320,Compilers-I,1.00,Dr. Jyothi Vedurada,Dr. Jyothi Vedurada,5-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",LHC-04-Capacity:200
Computer Science and Engineering,CS6090,Deep Generative Models,3.00,Dr. Sakethanath Jagarlapudi,Dr. Sakethanath Jagarlapudi,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",CSE-LH-03 (Capacity - 70)
Computer Science and Engineering,CS5480,Deep Learning,3.00,Dr. Srijith P K,Dr. Srijith P K,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",LHC-13-Capacity:320
Computer Science and Engineering,CS6890,Fraud Analytics Using  Predictive and Social Network Techniques,3.00,Dr. Sobhan Babu Chintapalli,Dr. Sobhan Babu Chintapalli,1-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",A-LH-2-Capacity:184
Computer Science and Engineering,CS4045,Honors Project (Stage-II),3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Computer Science and Engineering,CS5996,Industry Lecture Series,1.00,Dr. Sandipan Dandapat,Dr. Sandipan Dandapat,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",CSE-LH-02 (Capacity - 70)
Computer Science and Engineering,CS3563,Introduction to DBMS II,3.00,Dr. Anupam Sanghi,Dr. Anupam Sanghi,1-4,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",LHC-08-Capacity:120
Computer Science and Engineering,CS5863,Introduction to Program Analysis and Optimization,3.00,Dr. Jyothi Vedurada,Dr. Jyothi Vedurada,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",CSE-LH-03 (Capacity - 70)
Computer Science and Engineering,CS6035,M.Tech Thesis (Stage-1),4.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Computer Science and Engineering,CS6045,M.Tech Thesis (Stage-2),8.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Computer Science and Engineering,CS6055,M.Tech Thesis (Stage-3),12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Computer Science and Engineering,CS3055,Mini Project,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Computer Science and Engineering,CS4055,Mini Project 2,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Computer Science and Engineering,CS5803,Natural Language Processing,3.00,Dr. Maunendra Sankar Desarkar,Dr. Maunendra Sankar Desarkar,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",A-LH-2-Capacity:184
Computer Science and Engineering,CS5113,Network Engineering,3.00,Dr. Kotaro Kataoka,Dr. Kotaro Kataoka,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",CS-605 (Department Booking)
Computer Science and Engineering,CS6903,Network Security,3.00,Dr. Saurabh Kumar,"Dr. Praveen Aravind Babu Tammana, Dr. Saurabh Kumar",1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",A-LH-2-Capacity:184
Computer Science and Engineering,CS5070,Networked Wireless Systems,3.00,Dr. Antony Franklin,"Dr. Bheemarjuna Reddy Tamma, Dr. Antony Franklin",1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",CSE-LH-02 (Capacity - 70)
Computer Science and Engineering,CS3523,Operating Systems-II,3.00,Dr. Abhijit Das,Dr. Abhijit Das,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",LHC-08-Capacity:120
Computer Science and Engineering,CS5300,Parallel and Concurrent Programming,3.00,Dr. Sathya Peri,Dr. Sathya Peri,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",LHC-03-Capacity:120
Computer Science and Engineering,CS5140,Quantum Cryptography,3.00,Dr. Panduranga Rao M V,Dr. Panduranga Rao M V,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",CSE-LH-01 (Capacity - 70)
Computer Science and Engineering,CS6000,Research Methods,1.00,Unspecified,Unspecified,1-6,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",CSE-LH-03 (Capacity - 70)
Computer Science and Engineering,CS6713,Scalable Algorithms for Data Analysis,3.00,Dr. Rameshwar Pratap,Dr. Rameshwar Pratap,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",CSE-LH-02 (Capacity - 70)
Computer Science and Engineering,CS3405,Semester Internship,6.00,Unspecified,Unspecified,1-6,Internship,Internship,Internship - No Classroom required
Computer Science and Engineering,CS1023,Software Development Fundamentals,3.00,Dr. Shirshendu Das,Dr. Shirshendu Das,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",CSE-LH-02 (Capacity - 70)
Computer Science and Engineering,CS4443,Software Engineering,3.00,Dr. Manish Singh,Dr. Manish Singh,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",A-LH-2-Capacity:184
Computer Science and Engineering,CS6410,Software Verification,3.00,Dr. Ashish Mishra,Dr. Ashish Mishra,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",CSE-LH-01 (Capacity - 70)
Computer Science and Engineering,CS2030,Theory of Computation,3.00,Dr. Nitin Saurabh,Dr. Nitin Saurabh,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",A-LH-2-Capacity:184
Computer Science and Engineering,CS5160,Topics in Computing,3.00,Unspecified,Unspecified,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",CSE-LH-01 (Capacity - 70)
Computer Science and Engineering,CS5773,Topics in Computing Hardware,3.00,Dr. Shirshendu Das,"Dr. Shirshendu Das, Dr. Rajesh Kedia",1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",CSE-LH-02 (Capacity - 70)
Computer Science and Engineering,CS5760,Topics in Cryptanalysis,3.00,Dr. Panduranga Rao M V,"Dr. Maria Francis, Dr. Panduranga Rao M V",1-6,,"Monday-10:00-10:55, Thursday-11:00-13:00",CSE-LH-02 (Capacity - 70)
Computer Science and Engineering,CS6420,Topics in Deep Learning,3.00,Dr. Sandipan Dandapat,Dr. Sandipan Dandapat,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",CSE-LH-03 (Capacity - 70)
Computer Science and Engineering,CS6220,Topics in Networks,3.00,Dr. Praveen Aravind Babu Tammana,Dr. Praveen Aravind Babu Tammana,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",A-LH-2-Capacity:184
Computer Science and Engineering,CS5030,Topics in Theoretical Computer Science,3.00,Dr. Rogers Mathew,Dr. Rogers Mathew,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",CSE-LH-01 (Capacity - 70)
Computer Science and Engineering,CS6260,Topics in Wireless Networks,3.00,Dr. Bheemarjuna Reddy Tamma,"Dr. Antony Franklin, Dr. Bheemarjuna Reddy Tamma",1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",EE-002-GF
Computer Science and Engineering,CS6450,Visual Computing,3.00,Dr. Krishna Mohan C,Dr. Krishna Mohan C,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",CSE-LH-03 (Capacity - 70)
Design,DS5349,Advanced Materials Design,3.00,Mr Srikar A V R,Mr Srikar A V R,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5343,Advanced Materials in Design,3.00,Mr Srikar A V R,Mr Srikar A V R,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS1123,Animation,2.00,Mr Delwyn Jude Remedios,Mr Delwyn Jude Remedios,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS1163,Basic Graphic Design,2.00,Dr. Saurav Khuttiya Deori,Dr. Saurav Khuttiya Deori,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS1153,Basic Interaction Design,1.00,Dr. Anusmita Das,Dr. Anusmita Das,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS1173,Basic Photography,2.00,Dr. Sonali Srivastav,"Dr. Md Haseen Akhtar, Dr. Sonali Srivastav",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS1113,Basic Product Design,2.00,Dr. Prasad S Onkar,Dr. Prasad S Onkar,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3213,Branding and Identity,2.00,Dr. Mohammad Shahid,Dr. Mohammad Shahid,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2243,Character Design,1.00,Mr Delwyn Jude Remedios,Mr Delwyn Jude Remedios,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2193,Computer-Aided Design,2.00,Dr. Prasad S Onkar,Dr. Prasad S Onkar,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3343,Contemporary Photography,2.00,Prof. Deepak John Mathew,Prof. Deepak John Mathew,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2153,Data and Information Visualization,2.00,Dr. Saurav Khuttiya Deori,Dr. Saurav Khuttiya Deori,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5373,Data and Information Visualization,3.00,Dr. Seema Krishnakumar,Dr. Seema Krishnakumar,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5379,Data and Information Visualization,3.00,Dr. Seema Krishnakumar,Dr. Seema Krishnakumar,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS4893,Data Visualization,2.00,Dr. Seema Krishnakumar,"Dr. Seema Krishnakumar, Dr. Anusmita Das",3-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3283,Design Creativity and Innovation,2.00,Dr. Prasad S Onkar,Dr. Prasad S Onkar,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS1020,Design Culture and Society,2.00,Dr. Anusmita Das,Dr. Anusmita Das,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2133,Design for Sustainability,2.00,Dr. Satpute Pranav Ashok,"Dr. Shiva Ji, Dr. Satpute Pranav Ashok",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3833,Design Process,1.00,Dr. Prasad S Onkar,Dr. Prasad S Onkar,1-2,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS4060,Design Research Seminar,2.00,Unspecified,Unspecified,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS6076,Design Research Seminar,2.00,Unspecified,Unspecified,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3413,Documentary Film Making,2.00,Dr. Sonali Srivastav,Dr. Sonali Srivastav,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS1070,Evolution of Design,2.00,Prof. Deepak John Mathew,Prof. Deepak John Mathew,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3433,Experimental Animation,2.00,Dr. Johan Ninan,"Mr Delwyn Jude Remedios, Dr. Johan Ninan",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5363,Experimental Typography,3.00,Dr. Mohammad Shahid,Dr. Mohammad Shahid,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2263,Film Editing,1.00,Dr. Sonali Srivastav,Dr. Sonali Srivastav,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5183,Film Making,3.00,Dr. Sonali Srivastav,Dr. Sonali Srivastav,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS4115,Final Project,12.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Design,CA1030,Flamenco Dance,1.00,Dr. Anandita Pan,Unspecified,1-2,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS4093,Graphic Narratives: Genres of Literature and Products of Design,2.00,Dr. Shuhita Bhattacharjee,Dr. Shuhita Bhattacharjee,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5103,Graphics and Information Design,3.00,Dr. Mohammad Shahid,"Dr. Mohammad Shahid, Dr. Saurav Khuttiya Deori, Dr. ANKITA ROY",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5109,Graphics and Information Design,3.00,Dr. Mohammad Shahid,"Dr. ANKITA ROY, Dr. Saurav Khuttiya Deori, Dr. Mohammad Shahid",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS4873,Illustration,2.00,Dr. ANKITA ROY,Dr. ANKITA ROY,1-4,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5159,"Interaction Design, AI,  Virtual Environments",3.00,Dr. Anusmita Das,"Dr. Anusmita Das, Dr. Md Haseen Akhtar",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5153,"Interaction Design, AI, Virtual Environments",3.00,Dr. Anusmita Das,"Dr. Md Haseen Akhtar, Dr. Anusmita Das",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2033,Introduction to Ergonomics,2.00,Mr Srikar A V R,Mr Srikar A V R,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2183,Materials and Design,2.00,Mr Srikar A V R,Mr Srikar A V R,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS6119,MDes Thesis Part 1,12.00,Unspecified,Unspecified,1-3,Thesis,Thesis,Thesis - No Classroom required
Design,DS6129,MDes Thesis Part 2,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Design,DS3243,Motion Graphics,2.00,Mr Delwyn Jude Remedios,Mr Delwyn Jude Remedios,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5313,Moving Images and Animation,3.00,Mr Delwyn Jude Remedios,Mr Delwyn Jude Remedios,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5319,Moving Images and Animation,3.00,Unspecified,Unspecified,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS4883,Painting with Light,2.00,Mr Delwyn Jude Remedios,"Dr. Saurav Khuttiya Deori, Mr Delwyn Jude Remedios",1-4,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5173,Photography and Imaging,3.00,Prof. Deepak John Mathew,"Prof. Deepak John Mathew, Dr. Md Haseen Akhtar",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5179,Photography and Imaging,3.00,Prof. Deepak John Mathew,Prof. Deepak John Mathew,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5333,Product Semantics,2.00,Dr. Satpute Pranav Ashok,Dr. Satpute Pranav Ashok,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS4040,Professional Practice,2.00,Unspecified,Unspecified,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2175,Project 1,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Design,DS3105,Project 2,3.00,Dr. Sonali Srivastav,Unspecified,1-6,Project,Project,Project - No Classroom required
Design,DS3275,Project 3,6.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Design,DS4085,Project 4,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Design,DS2203,Publication Design,2.00,Dr. ANKITA ROY,Dr. ANKITA ROY,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS7050,Research Methodologies,3.00,Mr Neelakantan P K,Mr Neelakantan P K,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3405,Semester Internship,6.00,Unspecified,Unspecified,1-6,Internship,Internship,Internship - No Classroom required
Design,DS3080,Semiotics,1.00,Prof. Deepak John Mathew,Prof. Deepak John Mathew,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3373,Service Design,2.00,Mr Srikar A V R,Mr Srikar A V R,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2163,Sound Design,1.00,Mr Delwyn Jude Remedios,Mr Delwyn Jude Remedios,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5323,Space Design,3.00,Mr Neelakantan P K,Mr Neelakantan P K,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS3323,Spatial Design,2.00,Mr Neelakantan P K,Mr Neelakantan P K,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2053,Storyboarding,2.00,Mr Delwyn Jude Remedios,Mr Delwyn Jude Remedios,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5253,Strategies for Sustainable Design,3.00,Dr. Shiva Ji,Dr. Shiva Ji,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS5259,Strategies for Sustainable Design,3.00,Dr. Shiva Ji,Dr. Shiva Ji,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS6115,Thesis,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Design,DS2223,UI & UX,2.00,Dr. ANKITA ROY,"Dr. ANKITA ROY, Dr. Anusmita Das",1-6,Self booking by Department,Self booking by Department,Self booking by Department
Design,DS2143,Universal Design,2.00,Dr. Md Haseen Akhtar,Dr. Md Haseen Akhtar,1-6,Self booking by Department,Self booking by Department,Self booking by Department
Electrical Engineering,EE5221,Advance Control Lab,2.00,Dr. Ketan P Detroja,Dr. Ketan P Detroja,1-6,AN1_JAN26-APR26,Monday-14:30-17:25,Lab
Electrical Engineering,EE5910,Advanced Stochastic Processes,3.00,Dr. Karthik P N,Dr. Karthik P N,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",LHC-11-Capacity:120
Electrical Engineering,EE2400,Analog Electronics,3.00,Dr. Kapil Jainwal,Dr. Kapil Jainwal,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",A-LH-1-Capacity:184
Electrical Engineering,EE5151,Analog IC Design Lab,1.00,Dr. Ashudeb Dutta,Dr. Ashudeb Dutta,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,Lab
Electrical Engineering,EE2401,Analog Lab,2.00,Dr. Ashudeb Dutta,Dr. Ashudeb Dutta,1-6,AN1_JAN26-APR26,Monday-14:30-17:25,Lab
Electrical Engineering,EE5640,Automotive Communication and Sensing,3.00,Dr. Abhinav Kumar,Dr. Abhinav Kumar,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",EE-003-GF (40)
Electrical Engineering,EE50013,Autonomous Navigation,2.00,Dr. Rajalakshmi P,Dr. Rajalakshmi P,1-4,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",EE-20 (SF) (60)
Electrical Engineering,EE1102,Basic Electrical Engineering,3.00,Dr. Yemula Pradeep Kumar,Dr. Yemula Pradeep Kumar,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",LHC-06-Capacity:320
Electrical Engineering,EE1102,Basic Electrical Engineering,3.00,Dr. Yemula Pradeep Kumar,Dr. Yemula Pradeep Kumar,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",LHC-13-Capacity:320
Electrical Engineering,EE5500,CMOS image sensor,2.00,Dr. Kapil Jainwal,Dr. Kapil Jainwal,1-4,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",EE-004(GF) (80)
Electrical Engineering,EE5770,Codes and Waveforms for Next Generation Wireless ,3.00,Dr. Anjana A M,Dr. Anjana A M,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",EE-003-GF (40)
Electrical Engineering,EE2101,Control Systems,3.00,Unspecified,Unspecified,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",LHC-04-Capacity:200
Electrical Engineering,EE5606,Convex Optimization,3.00,Dr. Sumohana S Channappayya,Dr. Sumohana S Channappayya,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",LHC-04-Capacity:200
Electrical Engineering,EE1060,Differential Equations and Transform Techniques,3.00,Dr. Lakshmi Prasad N,Dr. Lakshmi Prasad N,1-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",A-LH-1-Capacity:184
Electrical Engineering,EE3403,Digital IC Design,2.00,Dr. Amit Acharyya,Dr. Amit Acharyya,3-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",A-LH-1-Capacity:184
Electrical Engineering,EE5172,Digital IC Design,2.00,Dr. Amit Acharyya,Dr. Amit Acharyya,3-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",A-LH-1-Capacity:184
Electrical Engineering,EE5271,Digital IC Design Lab,1.00,Dr. Amit Acharyya,Dr. Amit Acharyya,1-6,AN1_JAN26-APR26,Monday-14:30-17:25,Lab
Electrical Engineering,EE1201,Digital Systems,3.00,Dr. Gajendranath Chaudhury,Dr. Gajendranath Chaudhury,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",A-LH-1-Capacity:184
Electrical Engineering,EE1501,Digital Systems Lab,1.00,Dr. Gajendranath Chaudhury,Dr. Gajendranath Chaudhury,1-6,AN5_JAN26-APR26,Friday-14:30-17:25,Lab
Electrical Engineering,EE2801,DSP Lab,2.00,Prof. Kiran Kumar Kuchi,Prof. Kiran Kumar Kuchi,1-6,AN1_JAN26-APR26,Monday-14:30-17:25,Lab
Electrical Engineering,EE5802,DSP Lab,1.00,Prof. Kiran Kumar Kuchi,Prof. Kiran Kumar Kuchi,1-6,AN1_JAN26-APR26,Monday-14:30-17:25,Lab
Electrical Engineering,EE3025,EE Independent Project,1.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Electrical Engineering,EE4025,EE Independent Project,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Electrical Engineering,SS5901,EE Industry Lectures,1.00,Unspecified,Unspecified,1-6,Lecture,Lecture,Lecture - No Classroom required
Electrical Engineering,EE1200,Electrical Circuits Lab,2.00,Dr. Gajendranath Chaudhury,Dr. Gajendranath Chaudhury,1-6,AN2_JAN26-APR26,Tuesday-14:30-17:25,Lab
Electrical Engineering,EE2200,Electrical Machines,3.00,Dr. Yemula Pradeep Kumar,Dr. Yemula Pradeep Kumar,1-6,,,
Electrical Engineering,IP5030,Electronic Package Design,3.00,Dr. Naresh Kumar Emani,Dr. Naresh Kumar Emani,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",EE-20 (SF) (60)
Electrical Engineering,EE2504,Electronic System Design Project Lab,2.00,Dr. Abhishek Kumar,Dr. Abhishek Kumar,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,Lab
Electrical Engineering,EE5250,Embedded System Design in Power Electronics,3.00,Dr. Rupesh Ganpatrao Wandhare,Dr. Rupesh Ganpatrao Wandhare,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",A-Class Room 221-Capacity:120
Electrical Engineering,EE1204,Engineering Electromagnetics,2.00,Dr. Aneesh S,Dr. Aneesh S,1-4,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",A-Class Room 221-Capacity:120
Electrical Engineering,EE3802,FPGA Lab,2.00,Prof. Kiran Kumar Kuchi,Prof. Kiran Kumar Kuchi,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,Lab
Electrical Engineering,EE5803,FPGA Lab,1.00,Prof. Kiran Kumar Kuchi,Prof. Kiran Kumar Kuchi,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,Lab
Electrical Engineering,EE6220,HVDC and FACTS,3.00,Dr. Vaskar Sarkar,Dr. Vaskar Sarkar,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",EE-003-GF (40)
